undefined,14370,14371,14372
02/21/2012,150623.27,43000.93,0
04/14/2012,1506315.24,18711.45,0
04/16/2012,100075.5,12795.3,0
04/20/2012,171673.0174,7962.965298,0
02/05/2013,199350.1736,,0
02/11/2013,378185.5,4618.9,0
02/13/2013,176136.3635,12872.16556,0
04/12/2013,741513.45,35975.9,0
05/17/2013,398169.3549,12227.57027,0
05/24/2013,228112.723,17267.04492,0
05/29/2013,306259.0229,2060.41972,0
05/31/2013,107645096.5,39715.84433,0
06/03/2013,573505.7372,7329.368609,0
06/05/2013,152446.1627,4441.656307,0
06/07/2013,152758.0657,6436.896194,0
06/10/2013,391110.8358,11296.11974,0
06/14/2013,520422.0581,10890.55778,0
06/19/2013,656878.7539,16835.49373,0
06/21/2013,530981.8678,9759.947137,0
06/24/2013,528663.8898,30329.49688,0
06/26/2013,387242.754,27680.69992,0
06/28/2013,421035.0989,15748.60332,0
07/02/2013,416042.901,29054.11913,0
07/05/2013,629415.0788,4767.782155,0
07/08/2013,590212.485,18006.48259,0
07/12/2013,60279683.04,79612.80507,0
07/22/2013,644853.1157,4280.329377,0
07/30/2013,26041.19545,7087.402277,0
08/30/2013,627032.3163,22171.86271,0
10/11/2013,614419.8459,35427.83296,111.3446179
11/08/2013,526136.7281,17036.80834,0
12/12/2013,773628.4928,9183.147377,0
01/03/2014,50810.75836,2846.750929,0
01/08/2014,121448.9763,1316.976261,0
01/17/2014,341696.6173,7969.41649,0
01/31/2014,322065.273,724.9057592,0
02/14/2014,575468.8312,2006.035714,0
03/14/2014,471440.3354,12163.56883,0
04/11/2014,3584827.068,10205.8797,0
